 26 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 27 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 28 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 29 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 30 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 31 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 32 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 33 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 34 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 35 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 36 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 37 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 38 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 39 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 40 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 41 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 42 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 43 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 44 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 45 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 46 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 47 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 48 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 49 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 50 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 51 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 52 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 53 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 54 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 55 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 56 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 57 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 58 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 59 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 60 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 61 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 62 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 63 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 64 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
 65 51 51 120000000.0 70000000.00 0.4000000060 0.0000000000E+00 0.6769999862 0.5249999762
